CountryName,CountryCode,IndicatorName,IndicatorCode,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Least developed countries: UN classification,LDC,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,5400000,3279988,7940000,97286626,201596158,214153204,242402539,351199920,500150819,598328819,540791515,554905395,558349101,506912788,593025940,768375888,738473803,653036738,672694587,812046514,813287573,792406454,745739838,652506250,727105285,715489562,725952699,733058485,1053024470,1268764305,1151274230,1164548775,1131525149,1341707586,1502409843,1893422479,2409899718,2971150694,3374602283,4107980251,4800263464,6577340563,7866318912,7874812438,6091833139,5403571127,4535747016
Low income,LIC,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,5400000,3279988,7940000,97286626,180066958,188467328,256326637,298819297,431525027,561841284,508417706,545495744,529447193,491933675,448992046,584000087,599759198,514777248,500094576,603513222,626389353,615012049,580720467,439599632,369937235,367828683,368355956,388283721,678572788,888378919,833706732,835301761,826990142,1017770078,1207104236,1731629781,1893884218,2269558788,2558712287,3582176885,3779578252,3860184051,4389194654,3979393925,3624048769,3038653761,2547126377
Liechtenstein,LIE,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12638367,12364708,13253602,13356026,13507477,14033983,188270000,203680000,223690000,229550000,249350000,274200000,304550000,372900000,420300000,526140000,580970000,680120990,854400006,887060001,896280000,895080001,944429998
Lower middle income,LMC,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,272325046,459268911,750576201,1099943075,1447008527,1836613369,1458364306,1240146630,1191814609,1005188025,1055902577,1105639034,1051240639,1144774338,1018904121,1087844422,1005530257,1259449952,1280637949,1458153134,1803433847,1825195627,1663842668,1313096860,1302118259,1646974188,2055635268,2764821903,3137734880,4669574228,5160576344,6095332045,7342561939,10446897548,10237618555,11794406323,13089216555,16673005901,20224510004,20419224832,20709095497,20593317048,20086470947
Low & middle income,LMY,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,336599899,382303083,388043130,552299400,818589758,1410433834,1658646324,3118243087,3952688615,4470668632,5778643175,5774156499,5806298325,5777647075,4750204414,4219465489,4168574061,4319595929,4434025489,4402800988,4945826291,4400131264,4747498951,4688273979,4761132522,6202869093,6640052545,7258483803,7944627087,5958393231,7536017583,9102697211,16493108198,19703916454,26914234979,31727673485,40386100635,51791230777,67794007262,62225608879,60291016511,67101762525,80710098582,93633002917,90488061646,90819830335,85265612356,85387514546
Lesotho,LSO,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75360114,60481624,56305054,55623933,34060380,10318299,9554951,7967421,10110386,11025073,6393434,4303360,7889633,4910607,4929862,19460047,30760984,,,,,,
Late-demographic dividend,LTE,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,13000000,13038740,15199940,14305560,129887490,692136061,835098292,914495382,1074600031,1103053829,1638235977,1767247079,2038573538,1954699032,2294922141,2465644463,2365249281,2470654754,2615300209,2763834750,2369803256,2038338041,2705955547,3477231566,3973463190,6028608305,6239171482,7082004093,8193142648,6090620103,6860348072,8396656157,15612106021,19028083280,25233635169,30265394882,38509170038,57268965182,73537446362,68616697562,63051366487,82647280202,94101432596,105454901463,107032085929,106761185011,102762163066,105943869286
Lithuania,LTU,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90194,593129,967500,33075000,58107500,63300000,46635000,38125000,29425000,31277060,41935040,280137326,259028958,425805609,566930654,652164906,679268080,552454747,1025584518,1135022163,851906456,904577586,588850363,583722961,547673960
Luxembourg,LUX,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2214762939,2304241455,2219349121,2458588135,2694624183,2719689100,3137773943,4066114926,5064083356,6032769089,6699464319,7560826510,9370176218,11006381626,10724950984,10644547816,11720349744,11343201741,12236855553,12864887865,11178504815,11640255093,12665820419
Latvia,LVA,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224030,354000,2088000,1238000,2168000,4600000,7700000,7600000,131511779,142380814,3774807,4520450,8690378,17352138,25141177,41198243,913374444,672834123,442998008,559209420,569178090,607521477,569875025,494501725,415535256,444319295
"Macao SAR, China",MAC,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95124957,93896940,132290260,207464312,476401322,823246150,936298514,666659709,539436156,653639630,853279166,1061034900,1347832764,1571312506,1606434462,1574677851
St. Martin (French part),MAF,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,53300598,57701283,61287766,75359924,81813034,77477127,59161350,46322258,37967617,30758629,21167715,18782042,24045292,20830416,14255134,11404526,17343265,22605156,13980435,13039630,14753691,14112179,14904840,21760824,19685001,23198611,26568227,30316000,34149629,33536406,35071215,37889227,48909774,54396669,60109316,62034092,70930587,64152932,63305944,100200863,78799239,123873865,111635972
Monaco,MCO,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9520000,330000,5840000,19950000,21420000,24660000,29210000,39390000,36280000,43810000,41830000,46270000,56860000,71900000,92250000,86950000,115730000,79620000,92990000,93870000,147050000,154110000,141340000,144060000
Madagascar,MDG,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,20315430,37328739,34735359,26009575,27386940,26325583,31238352,23331947,20100885,12196562,10647845,14430678,16308346,11905950,13844011,13458585,17501629,9992590,9436864,6698776,8447070,11076906,13210213,15125069,13000335,11213005,11903986,11415636,4714539,17924587,9001434,23162248,27214041,38241872,40562029,49537322,58909226,54214199,63112378,55195670,49749229,57976275,47656922,63489593
Maldives,MDV,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,200000,300000,1300000,2000000,3400000,2000000,3043139,3665144,5871822,5999456,8219088,17141988,19300000,26811040,22463450,26774476,27462499,28145551,30808434,40881383,46352244,49963192,50617855,55320628,61507567,69910462,83551366,188824500,218697300,190152900,189384562,239910120,259861750,265584669,301426450,348365189,376235041,417743623
Middle East & North Africa,MEA,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,11000000,221466575,278001600,401804838,641568213,1379011899,1933646444,3510488524,5205132804,6067813772,7022070065,8869955867,9593281504,10143724181,9680289544,9649277911,8909832542,8969315901,10639997886,12749986103,14751236873,16909681349,17722774656,20322232233,22860608536,22083350046,21469152413,21792642050,22249149656,21619599504,23685546771,23829254556,26706969215,27432205107,27203285578,28482827525,32181850769,39532153500,50662013659,58826077279,59618066677,73017332382,79516450472,91236654059,92738003816,92036245895,90559233703,87624447086
Mexico,MEX,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,11000000,19000000,7000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866997321,1001831236,810619117,653519000,806224000
Marshall Islands,MHL,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3470887,3616436,3843305,4070088,4432601,7881811,9237557,23120296,23658445,23818966,18452182,19452182,
Middle income,MIC,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,336599899,376903083,384763142,544359400,721303132,1230366876,1470178996,2861916450,3653869318,4039143605,5216801890,5265738793,5260802581,5248199882,4258270739,3770473443,3584573973,3719836731,3919248241,3902706412,4342313069,3773741911,4132486902,4107553511,4321532891,5832931858,6272223861,6890127847,7556343367,5279820444,6647638664,8268990479,15657806437,18876926312,25896464901,30520569249,38654470855,49897346559,65524448475,59666896592,56708839626,63322184273,76849914532,89243808263,86508667721,87195781566,82226958595,82840388169
North Macedonia,MKD,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850000,380000,20661702,11999652,14208225,20520593,23265150,16067713,16158268,15545106,17848735,24875466,32975259,26302033,22611970,24692250,23859882,24438824,23991042,19890647,24250401,27445931
Mali,MLI,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,11548534,7825889,6186918,11965122,19509064,18932262,15272431,14454989,13121085,11671638,28713696,37827827,43921444,39886086,42067871,45396983,51221716,69174791,55727703,36635137,42231927,22679982,21436794,32302640,29814887,26321102,23287999,30323325,57610086,63903030,69331201,57163062,82667945,104777689,166904464,175881368,128945475,110782358,133904127,147305719,,,
Malta,MLT,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,3193259,4193129,4609586,3372404,3898298,4939598,3078314,5708602,6695121,7526923,7499337,5095325,4393580,6073303,4689282,6106987,8393835,9369617,23529919,24796249,8380705,5129760,1852000,2915953,8721485,9272451,9008069,6890503,9880054,8403736,8422550,9392416,11531928,375465329,192318020,222668568,258580754,1320241160,1861273888,1611803065,1107107533,1050701955,1107820445,1112670017,934958408,933960424,1092938337
Myanmar,MMR,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,75018,418023,,,,,,,,,,,,13781412,13974441,23043885,22610101,24271990,18816238,31369186,,,,,,,419356298,565941090,382264666,297721234,96358540
Middle East & North Africa (excluding high income),MNA,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,53300598,99174269,1053856392,1214555717,1146284697,1471001608,1919396723,1941263632,2443259281,1681610925,1263758154,865859405,766637155,731549595,657981575,697652298,673224826,837618924,669275027,734083816,683095747,636291923,859738472,631098879,545223184,833725496,1058707569,3664310490,5237133791,5704779918,5652958600,6164298012,5094184241,6731797886,8574404921,7959487933,6462847735,8719989654,10044446139,7844403717,6828465615,6809446574,5645280917
Montenegro,MNE,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27092511,27268952,25922806,32637329,43483439,52623768,64266490,72141525,53619210,59909326,70388987
Mongolia,MNG,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000,1886588,4596294,6393862,16460012,19014124,49094957,40422531,76579020,90323100,172184897,83443649,169098104,312199055,531374750,441381964,336940234,227551598,170934427,183097762
Northern Mariana Islands,MNP,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,25299999,29400000,23600000,19900000,25700001,25000000,23000000,25000000,25299999,27500000,25400000,29600000,26600000,21299999,19400000,20600000,15700000,22900000,31100000,139800003,156199997,64189278,49908394,29506680,20255369,24484791,26098008,45250477,56837736,65747044,53681013,41487243,96201742,99836837,193870445,190566935,98477391,219143648
Mauritania,MRT,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,21529200,24965433,22330887,21164366,32227489,32582596,21678888,31505239,27129261,24105324,24220016,29243698,32228664,34041611,32498104,31224801,29373061,30392954,22830023,24907951,14433413,12235677,11550619,9619270,,,,,,,,,,,,,,239832472,255109256,188556447,171581503,,53064260
Mauritius,MUS,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,897999,908085,1622514,1109683,1561627,1342801,919747,1110523,797082,841834,1113887,1785962,1116260,852472,605511,1597209,1413590,1473253,1336276,1092813,780028,522385,791909,476459,,6343699,8120379,9114165,9332634,9247006,10072842,9947910,12740007,10257767,8458860,9445395,8187835,8310946,700782847,599739064,599031732,720388742
Malawi,MWI,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,118519,122417,246276,223389,189482,85124,212257,116340,53732,45275,234256,398619,36645,35672,138763,136278,583764,804777,1175820,996706,1408955,821082,424877,623015,448162,6976455,7315992,7336592,7338131,10185965,10385511,13316857,14907703,17450295,17793284,16452780,18552055,19998429,16513576,19714750
Malaysia,MYS,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,4569878,4595236,5901852,10563595,19429703,12337546,18834267,16926165,15414973,14647281,14507338,12887420,21305923,130971176,182145660,183842423,182263506,153814453,186858410,210947925,105553700,1329258290,1424913328,2074156578,2924032489,483684211,598947368,633947368,3826315789,3463789474,5064289474,5679210083,5596604811,6388479680,6785527868,6528552508,1753482273,1970668936,2291880007,2694884309,3076506572,3077376096,2955518690,2758304339
North America,NAC,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,650000000,700000000,670000000,710000000,680000000,590000000,650000000,1060000000,1170000000,1220000000,1360000000,4720000000,5140000000,5450000000,5990000000,6330000000,8660000000,8806000000,9005000000,10220000000,13164152129,15231810162,17381319805,19178452966,21546566507,23487427082,25174488395,27140847001,28921381390,34960217940,36093954072,39994061318,42080961662,43185093866,46968309873,50514706885,54214232721,57394533438,60577282466,55592805480,56304808051,56327560138,58499536635,61592167239,65046775056,67158885881,70301274438,73097597417
Namibia,NAM,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25856863,22308212,17286029,13342548,11152422,11165991,10769072,16558297,10491501,9132202,8662484,7840080,8012241,14718445,17134911,18330335,19649430,15567875,42405534,68067285,81760521,112695181,103284919,83902896,131186549,71439739,49880621,88393856
New Caledonia,NCL,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19251381,20741126,21164225,27668229,50185772,55565418,67950370,92403339,82719576,87380356,68282197,61223808,47883853,28730856,59857716,
Niger,NER,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,17569248,20334753,20225946,21849588,34011967,45373852,53417377,47948074,48370960,43454411,40738594,48911221,72848885,65576050,68931084,56333958,66479401,65379469,64901897,61300473,46539592,28640779,33392472,19975350,20961035,18520409,11876800,10329607,6368831,9041633,24867268,29311723,29266188,18012932,22302105,25197682,72179807,111510444,90693338,91488537,147086975,101229047,109068093,
Nigeria,NGA,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,198541626,253434753,355955933,523061462,484047333,427641510,408608460,332669098,297614349,149898285,21663145,37029144,28785830,8853592,53510677,34802543,2310584,3500636,1463817,547300,1164845,1328093,9400237,1052142,593358,903978,11562241,20855604,68030270,101560830,54006296,58158890,47028923,47474527,75506595,38702528,50482781,54094894,1071822245,744092347,274908172
Nicaragua,NIC,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,4600000,5100000,4000000,2000000,4200000,2000000,2600000,,,,,,,,,,,,,,,,,,,,,,,,,1200000,1200000,1200000,1300000,1500000,1300000,1300000,1600000,1600000,1600000
Netherlands,NLD,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,181215469,243088135,308894806,402334351,467887573,478802338,507218384,543714600,666613037,763429077,970156738,884096985,872030090,736433777,647414856,657619141,885802612,1245937622,1162909790,1193692749,921032391,947883470,1305924814,1180055166,1163632823,1505896052,1443366470,1391005515,1423421396,1506537685,1447301226,1533679205,1640338005,2468445894,4190744051,4547077050,6076165482,10085931057,12695956234,11662470564,9397957103,10246049082,9575985068,9686145572,8280388925,10195414737,10482171782,11355159455
Norway,NOR,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,12653072,14296213,66100571,72999969,92032425,109972061,133439346,139730179,126913864,108805237,143537109,181133026,238485809,226984314,250673157,216797373,309144752,446375352,531989186,474738581,603073710,647206937,703252852,745710305,957723859,1059510254,1022440563,922870429,1430077423,1749216385,2174008491,2596882572,3577067724,4750013568,4174095054,4118496972,4427035714,5099595369,5799187011,5941154712,4578256593,4162485626,4658881731
Nepal,NPL,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3005676,8713303,9062519,17992225,21802417,24058675,26947868,16732552,24304801,34089615,26189755,63611105,65787634,79166536,3953399,5286468,12297856,32360886,39162791,50328232,27808681,9103536,9494426,20054324,33434594
Nauru,NRU,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,52588799,77360291,109029518,99722794,95532959,98999168,129610901,140009857,150951782,192109329,134221741,131855194,121539619,126944214,171737396,241905808,347438751,352945709,366592133,349928284,310627380,290843262,349057526,427224152,604967346,683438782,436495087,469204010,187155233,215634249,310921691,381769865,457332001,647307740,552021852,622559550,624258403,524453998,533917798,636205263,668885082,716983279,769854114,704326661,753889686,816544972
OECD members,OED,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,1063717249,3457837337,4140101755,5482547409,6004227795,9181293911,9452695995,11843116410,14826583088,16821222960,18760704506,20614672290,21152355226,20758175896,20374989062,20434352011,27023249766,33185945667,36244155430,38649011927,46901526282,50412061179,56802019970,57230510669,58909783475,69761742059,73255147561,72616316222,74727789010,88293514349,87568544829,94721378138,100887887281,111822780041,126640615161,135139081430,149508510145,173074893337,204698532808,191232037568,192354115985,209181403564,206636037545,218960793496,228336034824,218734378125,230157786598,246100441931
Oman,OMN,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,110885933,208164444,219745224,221771866,241169663,281412842,396641571,500868561,599305176,738274475,862774048,949637390,884858643,741222351,801040283,829648865,855656697,910273082,1219765930,1422626797,1365409641,1537061148,1370600000,1500700000,1466900000,1438200000,1451200000,1531859558,1602080624,1672301691,1825747724,2257477243,2788036411,3669700910,5180754226,5315994798,5703511053,7214564369,8086605982,9104418726,10300832250,10990897269,10312093628,9815344603
Other small states,OSS,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,3193259,4193129,4609586,3372404,271283784,340581684,398830660,579211281,512835843,535977946,513738332,532680668,509391594,542512879,936618846,960031017,882801618,905825275,952278343,712544778,731231560,752072944,832692216,840289043,1009075680,950308220,1056665421,1116333336,1241644573,1411141888,1729805103,1438562882,1868475345,2461460734,2568045279,2896749905,3341280270,5342007345,5417355295,5298304614,15884309380,15779487017,16254154416,17285807986,17893921961,17919958037,19387027958
Pakistan,PAK,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,405952,507440,405952,811904,710416,1217856,1085887,1743131,437250,2152493,902646,1268947,891819,876291,648389,514530,560796,983752,1870273,4410749,3557046,1919643,5000000,3000000,2000000,3000000,2000000,5000000,10000000,3000000,3000000,2000000,0,8000000,9000000,28000000,34000000,16000000,16000000,30000000,64000000,121000000
Panama,PAN,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,37299999,31600000,34500000,38299999,31600000,30799999,27100000,39200001,40599998,35799999,21800000,16100000,20000000,23700000,24800000,20400000,20000000,21300000,20600000,21200000,22000000,42100000,44700000,56600000,72300000,87600000,236300000,295900000,387600000,449800000,485800000,463600000,563600000,644200000,814500000,828900000,839000000,838500000
Peru,PER,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,24000000,33310001,20620001,45990002,58680000,75000000,87000000,73000000,92046051,89446533,33783813,29189781,74312195,78101173,79372292,275356567,174931900,117986351,116003777,113242790,128818232,132536564,136894823,132800807,85417331,122054389,116593594,,,,,,
Philippines,PHL,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,7000000,5000000,9000000,12000000,11000000,9000000,8000000,1000000,1000000,6000000,3000000,10000000,4000000,5000000,9000000,8000000,45000000,89000000,151000000,57000000,,,25000000,21000000,24000000,21000000,18000000,17000000,195378604,63286335,65935653,116943065,93790178,109142109,134766836,152357507,210262023,182981952,153322155,196072884,246211590
Palau,PLW,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11698615,11208421,10745636,9725275,9284465,8994424,9357489,9690571,9837795,9527278,16785283,17693028,
Papua New Guinea,PNG,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,24459532,24379829,32358910,37462608,28238548,41408283,45714874,41760410,36696255,33511993,38888306,43252129,50103626,49811741,42723228,21015236,20734444,20446674,19904488,15668253,3262852,12298279,5918111,8319552,11214674,10739272,57378005,91147550,116709176,128209683,158567895,283946645,320841355,315373792,394072849,552094724,511602644,483446276,-55415955,279293723,197508526,243255402
Poland,POL,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155000000,262000000,243000000,181000000,176000000,191000000,311000000,345000000,353000000,325000000,552000000,621000000,694000000,1018000000,1474000000,1154000000,1306000000,1395000000,1521000000,1557000000,2163000000,2557000000,3716000000,5865000000
Pre-demographic dividend,PRE,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,86886635,359711405,470565967,755398849,1058675740,1494367624,1981932188,1580227515,1422902780,1376300955,1204265329,1271336126,1433384998,1366891448,1328909615,1161978276,1316963908,1298875501,1348742841,1192066325,963445452,1025123020,1058976899,1109955983,1197509588,1484955017,1482641293,1354621619,1553703598,1602045596,1718620987,1972313602,3029966701,2615342102,3155751969,3572527805,4030416502,4617213113,6762617599,7602234694,7730400480,6903206100,6053545765,3739168613
Puerto Rico,PRI,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People’s Rep.",PRK,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,22848614,21600763,26513475,18286383,16373091,32607628,15419870,12825953,13373893,8247200,14706827,37534752,19256783,29220444,27947933,76728961,94102857,108531599,459587856,386464353,527070935,304090907,217184196,207230610,201977062,203167824,250436981,256111133,258715495,378073525,436010232,444776102,345596365,387861436,517696721,505821567,627318860,499445373,492754422,356103675,235013176,375992487,380673296
Paraguay,PRY,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,500000,800000,1300000,2200000,2000000,1500000,1500000,400000,4800000,500000,,,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bank and Gaza,PSE,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19000000,17900000,21945000,5444895,5687228,5643152,4900869,5095333,17883733,10760551,6475643,6788488,7929239,8299895,7912044,18127451,47915108,48109831,54314711,36128914,32084481,31892283,18681404
Pacific island small states,PSS,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,42016,48828,214454,142273,103416,354386,494533,565791,15397284,13783777,14824449,34507258,27213752,29281466,31529162,36739463,40497272,38799037,47424477,44788769,50465844,47447511,40615744,49209211,53153671,88010206,72652834,57136453,63862787,30545719,39439852,31367666,30451851,41952995,55413684,75230134,59795710,67090502,97159320,127859623,138685968,127409598,134218265,130244214,151171803,162784859,114807800
Post-demographic dividend,PST,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,1053267249,3450385049,4138711273,5481973647,5999038532,9165588471,9443435592,11836844724,14811041690,16808568081,18651431429,20468271629,20612100544,20233769476,19775760286,19950059381,26376863567,32231800967,35329541870,37796383873,45904621716,49449871093,55508883253,56165969351,57685476381,67921882236,70877214491,69911737543,71723744629,85107299596,84003700541,91359824070,97703561663,108766469669,123887243184,131830097256,145969943708,168639631490,199582427323,186950625706,187833286985,203843216447,201450349031,213005394333,221862012739,211510342607,221378116246,234041810027
French Polynesia,PYF,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61350469,51394109,46147167,46970950,50934305,55730529,69472017,64302037,70547819,55748463,58214550,46296359,16545064,9522350,22659425,
Qatar,QAT,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10444681381,10412912088,11281043956,11230219780,12192032967,11981868132,12759340659
Romania,ROU,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000000,2000000,2000000,1000000,6000000,8000000,6000000,5000000,6000000,8000000,6000000,22267034,40736419,55020476,168496823,64407172,88241417,127765726,116346228,547011215,638204030,526432460,308966188,363799002
Russian Federation,RUS,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221700000,468700000,507430000,568400000,464990000,204310000,232200000,914690000,1295510000,2264130000,4189730000,6827240000,12104440000,19880620000,29718810000,21147740000,21453980000,26010470000,31647700000,37216680000,32640360000,19688840000,16244420000,20610140000
